district_id,lb_code,lb_name_english,lb_type_csn,lb_type,district_name,lb_name_full
2,G020902,Thrikkovilvattom,1,Grama Panchayat,Kollam District ,"Thrikkovilvattom Grama Panchayat, Kollam District "
2,G020903,Kottamkara,1,Grama Panchayat,Kollam District ,"Kottamkara Grama Panchayat, Kollam District "
2,G020904,Elampalloor,1,Grama Panchayat,Kollam District ,"Elampalloor Grama Panchayat, Kollam District "
2,G021001,Poothakkulam,1,Grama Panchayat,Kollam District ,"Poothakkulam Grama Panchayat, Kollam District "
2,G021002,Kalluvathukkal,1,Grama Panchayat,Kollam District ,"Kalluvathukkal Grama Panchayat, Kollam District "
2,G021003,Chathannur,1,Grama Panchayat,Kollam District ,"Chathannur Grama Panchayat, Kollam District "
2,G021004,Adichanalloor,1,Grama Panchayat,Kollam District ,"Adichanalloor Grama Panchayat, Kollam District "
2,G020905,Nedumpana,1,Grama Panchayat,Kollam District ,"Nedumpana Grama Panchayat, Kollam District "
2,G021101,Chithara,1,Grama Panchayat,Kollam District ,"Chithara Grama Panchayat, Kollam District "
2,G021102,Kadakkal,1,Grama Panchayat,Kollam District ,"Kadakkal Grama Panchayat, Kollam District "
2,G021103,Chadayamangalam,1,Grama Panchayat,Kollam District ,"Chadayamangalam Grama Panchayat, Kollam District "
2,G021104,Ittiva,1,Grama Panchayat,Kollam District ,"Ittiva Grama Panchayat, Kollam District "
2,G021105,Velinallur,1,Grama Panchayat,Kollam District ,"Velinallur Grama Panchayat, Kollam District "
2,G021106,Elamadu,1,Grama Panchayat,Kollam District ,"Elamadu Grama Panchayat, Kollam District "
2,G021107,Nilamel,1,Grama Panchayat,Kollam District ,"Nilamel Grama Panchayat, Kollam District "
3,G030101,Anicadu,1,Grama Panchayat,Pathanamthitta District ,"Anicadu Grama Panchayat, Pathanamthitta District "
3,G030102,Kaviyoor,1,Grama Panchayat,Pathanamthitta District ,"Kaviyoor Grama Panchayat, Pathanamthitta District "
3,G030103,Kottanadu,1,Grama Panchayat,Pathanamthitta District ,"Kottanadu Grama Panchayat, Pathanamthitta District "
3,G030104,Kottangal,1,Grama Panchayat,Pathanamthitta District ,"Kottangal Grama Panchayat, Pathanamthitta District "
3,G030105,Kallooppara,1,Grama Panchayat,Pathanamthitta District ,"Kallooppara Grama Panchayat, Pathanamthitta District "
3,G030106,Kunnathanam,1,Grama Panchayat,Pathanamthitta District ,"Kunnathanam Grama Panchayat, Pathanamthitta District "
3,G030107,Mallappally,1,Grama Panchayat,Pathanamthitta District ,"Mallappally Grama Panchayat, Pathanamthitta District "
3,G030201,Kadapra,1,Grama Panchayat,Pathanamthitta District ,"Kadapra Grama Panchayat, Pathanamthitta District "
3,G030202,Kuttoor,1,Grama Panchayat,Pathanamthitta District ,"Kuttoor Grama Panchayat, Pathanamthitta District "
3,G030203,Niranam,1,Grama Panchayat,Pathanamthitta District ,"Niranam Grama Panchayat, Pathanamthitta District "
3,G030204,Nedumpuram,1,Grama Panchayat,Pathanamthitta District ,"Nedumpuram Grama Panchayat, Pathanamthitta District "
3,G030205,Peringara,1,Grama Panchayat,Pathanamthitta District ,"Peringara Grama Panchayat, Pathanamthitta District "
3,G030301,Ayiroor,1,Grama Panchayat,Pathanamthitta District ,"Ayiroor Grama Panchayat, Pathanamthitta District "
3,G030302,Eraviperoor,1,Grama Panchayat,Pathanamthitta District ,"Eraviperoor Grama Panchayat, Pathanamthitta District "
3,G030303,Koipuram,1,Grama Panchayat,Pathanamthitta District ,"Koipuram Grama Panchayat, Pathanamthitta District "
3,G030304,Thottapuzhassery,1,Grama Panchayat,Pathanamthitta District ,"Thottapuzhassery Grama Panchayat, Pathanamthitta District "
3,G030305,Ezhumattoor,1,Grama Panchayat,Pathanamthitta District ,"Ezhumattoor Grama Panchayat, Pathanamthitta District "
3,G030306,Puramattom,1,Grama Panchayat,Pathanamthitta District ,"Puramattom Grama Panchayat, Pathanamthitta District "
3,G030401,Omallur,1,Grama Panchayat,Pathanamthitta District ,"Omallur Grama Panchayat, Pathanamthitta District "
3,G030402,Chenneerkara,1,Grama Panchayat,Pathanamthitta District ,"Chenneerkara Grama Panchayat, Pathanamthitta District "
3,G030403,Elanthoor,1,Grama Panchayat,Pathanamthitta District ,"Elanthoor Grama Panchayat, Pathanamthitta District "
3,G030404,Cherukole,1,Grama Panchayat,Pathanamthitta District ,"Cherukole Grama Panchayat, Pathanamthitta District "
3,G030405,Kozhencherry,1,Grama Panchayat,Pathanamthitta District ,"Kozhencherry Grama Panchayat, Pathanamthitta District "
3,G030406,Mallapuzhassery,1,Grama Panchayat,Pathanamthitta District ,"Mallapuzhassery Grama Panchayat, Pathanamthitta District "
3,G030407,Naranganam,1,Grama Panchayat,Pathanamthitta District ,"Naranganam Grama Panchayat, Pathanamthitta District "
3,G030501,Ranni Pazhavangadi,1,Grama Panchayat,Pathanamthitta District ,"Ranni Pazhavangadi Grama Panchayat, Pathanamthitta District "
3,G030502,Ranni,1,Grama Panchayat,Pathanamthitta District ,"Ranni Grama Panchayat, Pathanamthitta District "
3,G030503,Ranni Angadi,1,Grama Panchayat,Pathanamthitta District ,"Ranni Angadi Grama Panchayat, Pathanamthitta District "
3,G030504,Ranni Perunad,1,Grama Panchayat,Pathanamthitta District ,"Ranni Perunad Grama Panchayat, Pathanamthitta District "
3,G030505,Vadasserikkara,1,Grama Panchayat,Pathanamthitta District ,"Vadasserikkara Grama Panchayat, Pathanamthitta District "
3,G030506,Chittar,1,Grama Panchayat,Pathanamthitta District ,"Chittar Grama Panchayat, Pathanamthitta District "
3,G030507,Seethathodu,1,Grama Panchayat,Pathanamthitta District ,"Seethathodu Grama Panchayat, Pathanamthitta District "
3,G030508,Naranammoozhy,1,Grama Panchayat,Pathanamthitta District ,"Naranammoozhy Grama Panchayat, Pathanamthitta District "
3,G030509,Vechuchira,1,Grama Panchayat,Pathanamthitta District ,"Vechuchira Grama Panchayat, Pathanamthitta District "
3,G030601,Konni,1,Grama Panchayat,Pathanamthitta District ,"Konni Grama Panchayat, Pathanamthitta District "
3,G030602,Aruvapulam,1,Grama Panchayat,Pathanamthitta District ,"Aruvapulam Grama Panchayat, Pathanamthitta District "
3,G030603,Pramadom,1,Grama Panchayat,Pathanamthitta District ,"Pramadom Grama Panchayat, Pathanamthitta District "
3,G030604,Mylapra,1,Grama Panchayat,Pathanamthitta District ,"Mylapra Grama Panchayat, Pathanamthitta District "
3,G030605,Vallicode,1,Grama Panchayat,Pathanamthitta District ,"Vallicode Grama Panchayat, Pathanamthitta District "
3,G030606,Thannithodu,1,Grama Panchayat,Pathanamthitta District ,"Thannithodu Grama Panchayat, Pathanamthitta District "
3,G030607,Malayalapuzha,1,Grama Panchayat,Pathanamthitta District ,"Malayalapuzha Grama Panchayat, Pathanamthitta District "
3,G030701,Pandalam Thekkekara,1,Grama Panchayat,Pathanamthitta District ,"Pandalam Thekkekara Grama Panchayat, Pathanamthitta District "
3,G030702,Thumpamon,1,Grama Panchayat,Pathanamthitta District ,"Thumpamon Grama Panchayat, Pathanamthitta District "
3,G030801,Enadimangalam,1,Grama Panchayat,Pathanamthitta District ,"Enadimangalam Grama Panchayat, Pathanamthitta District "
3,G030802,Erathu,1,Grama Panchayat,Pathanamthitta District ,"Erathu Grama Panchayat, Pathanamthitta District "
3,G030803,Ezhamkulam,1,Grama Panchayat,Pathanamthitta District ,"Ezhamkulam Grama Panchayat, Pathanamthitta District "
3,G030804,Kadampanadu,1,Grama Panchayat,Pathanamthitta District ,"Kadampanadu Grama Panchayat, Pathanamthitta District "
3,G030805,Kalanjoor,1,Grama Panchayat,Pathanamthitta District ,"Kalanjoor Grama Panchayat, Pathanamthitta District "
3,G030806,Kodumon,1,Grama Panchayat,Pathanamthitta District ,"Kodumon Grama Panchayat, Pathanamthitta District "
3,G030807,Pallickal,1,Grama Panchayat,Pathanamthitta District ,"Pallickal Grama Panchayat, Pathanamthitta District "
3,G030704,Aranmula,1,Grama Panchayat,Pathanamthitta District ,"Aranmula Grama Panchayat, Pathanamthitta District "
3,G030705,Mezhuveli,1,Grama Panchayat,Pathanamthitta District ,"Mezhuveli Grama Panchayat, Pathanamthitta District "
3,G030706,Kulanada,1,Grama Panchayat,Pathanamthitta District ,"Kulanada Grama Panchayat, Pathanamthitta District "
4,G040101,Arookutty,1,Grama Panchayat,Alappuzha District ,"Arookutty Grama Panchayat, Alappuzha District "
4,G040102,Chennampallippuram,1,Grama Panchayat,Alappuzha District ,"Chennampallippuram Grama Panchayat, Alappuzha District "
4,G040103,Panavally,1,Grama Panchayat,Alappuzha District ,"Panavally Grama Panchayat, Alappuzha District "
4,G040104,Perumbalam,1,Grama Panchayat,Alappuzha District ,"Perumbalam Grama Panchayat, Alappuzha District "
4,G040105,Thaicattussery,1,Grama Panchayat,Alappuzha District ,"Thaicattussery Grama Panchayat, Alappuzha District "
4,G040305,Kadakkarappally,1,Grama Panchayat,Alappuzha District ,"Kadakkarappally Grama Panchayat, Alappuzha District "
4,G040201,Vayalar,1,Grama Panchayat,Alappuzha District ,"Vayalar Grama Panchayat, Alappuzha District "
4,G040202,Pattanakkad,1,Grama Panchayat,Alappuzha District ,"Pattanakkad Grama Panchayat, Alappuzha District "
4,G040203,Thuravoor,1,Grama Panchayat,Alappuzha District ,"Thuravoor Grama Panchayat, Alappuzha District "
4,G040204,Kuthiathodu,1,Grama Panchayat,Alappuzha District ,"Kuthiathodu Grama Panchayat, Alappuzha District "
4,G040205,Kodamthuruthu,1,Grama Panchayat,Alappuzha District ,"Kodamthuruthu Grama Panchayat, Alappuzha District "
4,G040206,Ezhupunna,1,Grama Panchayat,Alappuzha District ,"Ezhupunna Grama Panchayat, Alappuzha District "
4,G040207,Aroor,1,Grama Panchayat,Alappuzha District ,"Aroor Grama Panchayat, Alappuzha District "
4,G040301,Mararikulam North,1,Grama Panchayat,Alappuzha District ,"Mararikulam North Grama Panchayat, Alappuzha District "
4,G040302,Kanjikuzhi,1,Grama Panchayat,Alappuzha District ,"Kanjikuzhi Grama Panchayat, Alappuzha District "
4,G040303,Thanneermukkam,1,Grama Panchayat,Alappuzha District ,"Thanneermukkam Grama Panchayat, Alappuzha District "
4,G040404,Muhamma,1,Grama Panchayat,Alappuzha District ,"Muhamma Grama Panchayat, Alappuzha District "
4,G040304,Cherthala South,1,Grama Panchayat,Alappuzha District ,"Cherthala South Grama Panchayat, Alappuzha District "
4,G040401,Aryad,1,Grama Panchayat,Alappuzha District ,"Aryad Grama Panchayat, Alappuzha District "
4,G040402,Mannanchery,1,Grama Panchayat,Alappuzha District ,"Mannanchery Grama Panchayat, Alappuzha District "
4,G040403,Mararikulam South,1,Grama Panchayat,Alappuzha District ,"Mararikulam South Grama Panchayat, Alappuzha District "
4,G040501,Purakkad,1,Grama Panchayat,Alappuzha District ,"Purakkad Grama Panchayat, Alappuzha District "
4,G040502,Ambalapuzha South,1,Grama Panchayat,Alappuzha District ,"Ambalapuzha South Grama Panchayat, Alappuzha District "
4,G040504,Punnapra South,1,Grama Panchayat,Alappuzha District ,"Punnapra South Grama Panchayat, Alappuzha District "
4,G040503,Ambalapuzha North,1,Grama Panchayat,Alappuzha District ,"Ambalapuzha North Grama Panchayat, Alappuzha District "
4,G040505,Punnapra North,1,Grama Panchayat,Alappuzha District ,"Punnapra North Grama Panchayat, Alappuzha District "
4,G040601,Thalavadi,1,Grama Panchayat,Alappuzha District ,"Thalavadi Grama Panchayat, Alappuzha District "
4,G040602,Edathua,1,Grama Panchayat,Alappuzha District ,"Edathua Grama Panchayat, Alappuzha District "
4,G040603,Thakazhi,1,Grama Panchayat,Alappuzha District ,"Thakazhi Grama Panchayat, Alappuzha District "
4,G040604,Nedumudi,1,Grama Panchayat,Alappuzha District ,"Nedumudi Grama Panchayat, Alappuzha District "
4,G040605,Champakulam,1,Grama Panchayat,Alappuzha District ,"Champakulam Grama Panchayat, Alappuzha District "
4,G040606,Kainakary,1,Grama Panchayat,Alappuzha District ,"Kainakary Grama Panchayat, Alappuzha District "
4,G040701,Muttar,1,Grama Panchayat,Alappuzha District ,"Muttar Grama Panchayat, Alappuzha District "
4,G040702,Veliyanad,1,Grama Panchayat,Alappuzha District ,"Veliyanad Grama Panchayat, Alappuzha District "
4,G040703,Neelamperoor,1,Grama Panchayat,Alappuzha District ,"Neelamperoor Grama Panchayat, Alappuzha District "
4,G040704,Kavalam,1,Grama Panchayat,Alappuzha District ,"Kavalam Grama Panchayat, Alappuzha District "
4,G040705,Pulinkunnu,1,Grama Panchayat,Alappuzha District ,"Pulinkunnu Grama Panchayat, Alappuzha District "
4,G040706,Ramankari,1,Grama Panchayat,Alappuzha District ,"Ramankari Grama Panchayat, Alappuzha District "
4,G040801,Mulakuzha,1,Grama Panchayat,Alappuzha District ,"Mulakuzha Grama Panchayat, Alappuzha District "
4,G040802,Venmony,1,Grama Panchayat,Alappuzha District ,"Venmony Grama Panchayat, Alappuzha District "
4,G040803,Cheriyanad,1,Grama Panchayat,Alappuzha District ,"Cheriyanad Grama Panchayat, Alappuzha District "
4,G040804,Ala,1,Grama Panchayat,Alappuzha District ,"Ala Grama Panchayat, Alappuzha District "
4,G040805,Puliyoor,1,Grama Panchayat,Alappuzha District ,"Puliyoor Grama Panchayat, Alappuzha District "
4,G040806,Budhanur,1,Grama Panchayat,Alappuzha District ,"Budhanur Grama Panchayat, Alappuzha District "
4,G041005,Mannar,1,Grama Panchayat,Alappuzha District ,"Mannar Grama Panchayat, Alappuzha District "
4,G040807,Pandanad,1,Grama Panchayat,Alappuzha District ,"Pandanad Grama Panchayat, Alappuzha District "
4,G040808,Thiruvanvandur,1,Grama Panchayat,Alappuzha District ,"Thiruvanvandur Grama Panchayat, Alappuzha District "
4,G041208,Chingoli,1,Grama Panchayat,Alappuzha District ,"Chingoli Grama Panchayat, Alappuzha District "
4,G040901,Karthikappally,1,Grama Panchayat,Alappuzha District ,"Karthikappally Grama Panchayat, Alappuzha District "
4,G040902,Thrikkunnapuzha,1,Grama Panchayat,Alappuzha District ,"Thrikkunnapuzha Grama Panchayat, Alappuzha District "
4,G040903,Kumarapuram,1,Grama Panchayat,Alappuzha District ,"Kumarapuram Grama Panchayat, Alappuzha District "
4,G040904,Karuvatta,1,Grama Panchayat,Alappuzha District ,"Karuvatta Grama Panchayat, Alappuzha District "
4,G040906,Pallippad,1,Grama Panchayat,Alappuzha District ,"Pallippad Grama Panchayat, Alappuzha District "
4,G040907,Cheruthana,1,Grama Panchayat,Alappuzha District ,"Cheruthana Grama Panchayat, Alappuzha District "
4,G040908,Veeyapuram,1,Grama Panchayat,Alappuzha District ,"Veeyapuram Grama Panchayat, Alappuzha District "
4,G041001,Mavelikkara Thekkekara,1,Grama Panchayat,Alappuzha District ,"Mavelikkara Thekkekara Grama Panchayat, Alappuzha District "
4,G041002,Chettikulangara,1,Grama Panchayat,Alappuzha District ,"Chettikulangara Grama Panchayat, Alappuzha District "
4,G041003,Chennithala Thriperumthura,1,Grama Panchayat,Alappuzha District ,"Chennithala Thriperumthura Grama Panchayat, Alappuzha District "
4,G041004,Thazhakara,1,Grama Panchayat,Alappuzha District ,"Thazhakara Grama Panchayat, Alappuzha District "
4,G041101,Nooranad,1,Grama Panchayat,Alappuzha District ,"Nooranad Grama Panchayat, Alappuzha District "
4,G041102,Vallikunnam,1,Grama Panchayat,Alappuzha District ,"Vallikunnam Grama Panchayat, Alappuzha District "
4,G041103,Bharanikavu,1,Grama Panchayat,Alappuzha District ,"Bharanikavu Grama Panchayat, Alappuzha District "
4,G041104,Mavelikara Thamarakulam,1,Grama Panchayat,Alappuzha District ,"Mavelikara Thamarakulam Grama Panchayat, Alappuzha District "
4,G041105,Chunakkara,1,Grama Panchayat,Alappuzha District ,"Chunakkara Grama Panchayat, Alappuzha District "
4,G041106,Palamel,1,Grama Panchayat,Alappuzha District ,"Palamel Grama Panchayat, Alappuzha District "
4,G041201,Pathiyoor,1,Grama Panchayat,Alappuzha District ,"Pathiyoor Grama Panchayat, Alappuzha District "
4,G041202,Kandalloor,1,Grama Panchayat,Alappuzha District ,"Kandalloor Grama Panchayat, Alappuzha District "
4,G041203,Cheppad,1,Grama Panchayat,Alappuzha District ,"Cheppad Grama Panchayat, Alappuzha District "
4,G041204,Muthukulam,1,Grama Panchayat,Alappuzha District ,"Muthukulam Grama Panchayat, Alappuzha District "
4,G041205,Arattupuzha,1,Grama Panchayat,Alappuzha District ,"Arattupuzha Grama Panchayat, Alappuzha District "
4,G041206,Krishnapuram,1,Grama Panchayat,Alappuzha District ,"Krishnapuram Grama Panchayat, Alappuzha District "
4,G041207,Devikulangara,1,Grama Panchayat,Alappuzha District ,"Devikulangara Grama Panchayat, Alappuzha District "
5,G050101,Thalayazham,1,Grama Panchayat,Kottayam District ,"Thalayazham Grama Panchayat, Kottayam District "
5,G050102,Chempu,1,Grama Panchayat,Kottayam District ,"Chempu Grama Panchayat, Kottayam District "
5,G050103,Maravanthuruthu,1,Grama Panchayat,Kottayam District ,"Maravanthuruthu Grama Panchayat, Kottayam District "
5,G050104,TV Puram,1,Grama Panchayat,Kottayam District ,"TV Puram Grama Panchayat, Kottayam District "
5,G050105,Vechoor,1,Grama Panchayat,Kottayam District ,"Vechoor Grama Panchayat, Kottayam District "
5,G050106,Udayanapuram,1,Grama Panchayat,Kottayam District ,"Udayanapuram Grama Panchayat, Kottayam District "
5,G050201,Kaduthuruthy,1,Grama Panchayat,Kottayam District ,"Kaduthuruthy Grama Panchayat, Kottayam District "
5,G050202,Kallara,1,Grama Panchayat,Kottayam District ,"Kallara Grama Panchayat, Kottayam District "
5,G050408,Manjoor,1,Grama Panchayat,Kottayam District ,"Manjoor Grama Panchayat, Kottayam District "
5,G050203,Mulakulam,1,Grama Panchayat,Kottayam District ,"Mulakulam Grama Panchayat, Kottayam District "
5,G050204,Njeezhoor,1,Grama Panchayat,Kottayam District ,"Njeezhoor Grama Panchayat, Kottayam District "
5,G050205,Thalayolaparambu,1,Grama Panchayat,Kottayam District ,"Thalayolaparambu Grama Panchayat, Kottayam District "
5,G050206,Velloor,1,Grama Panchayat,Kottayam District ,"Velloor Grama Panchayat, Kottayam District "
5,G050302,Aimanam,1,Grama Panchayat,Kottayam District ,"Aimanam Grama Panchayat, Kottayam District "
5,G050303,Athirampuzha,1,Grama Panchayat,Kottayam District ,"Athirampuzha Grama Panchayat, Kottayam District "
5,G050304,Arpookara,1,Grama Panchayat,Kottayam District ,"Arpookara Grama Panchayat, Kottayam District "
5,G050305,Neendoor,1,Grama Panchayat,Kottayam District ,"Neendoor Grama Panchayat, Kottayam District "
5,G050401,Kadaplamattom,1,Grama Panchayat,Kottayam District ,"Kadaplamattom Grama Panchayat, Kottayam District "
5,G050402,Marangattupally,1,Grama Panchayat,Kottayam District ,"Marangattupally Grama Panchayat, Kottayam District "
5,G050403,Kanakkari,1,Grama Panchayat,Kottayam District ,"Kanakkari Grama Panchayat, Kottayam District "
5,G050404,Veliyannoor,1,Grama Panchayat,Kottayam District ,"Veliyannoor Grama Panchayat, Kottayam District "
5,G050707,Kidangoor,1,Grama Panchayat,Kottayam District ,"Kidangoor Grama Panchayat, Kottayam District "
5,G050405,Kuravilangad,1,Grama Panchayat,Kottayam District ,"Kuravilangad Grama Panchayat, Kottayam District "
5,G050406,Uzhavoor,1,Grama Panchayat,Kottayam District ,"Uzhavoor Grama Panchayat, Kottayam District "
5,G050407,Ramapuram,1,Grama Panchayat,Kottayam District ,"Ramapuram Grama Panchayat, Kottayam District "
5,G050501,Bharananganam,1,Grama Panchayat,Kottayam District ,"Bharananganam Grama Panchayat, Kottayam District "
5,G050502,Karoor,1,Grama Panchayat,Kottayam District ,"Karoor Grama Panchayat, Kottayam District "
5,G050503,Kozhuvanal,1,Grama Panchayat,Kottayam District ,"Kozhuvanal Grama Panchayat, Kottayam District "
5,G050504,Kadanad,1,Grama Panchayat,Kottayam District ,"Kadanad Grama Panchayat, Kottayam District "
5,G050505,Meenachil,1,Grama Panchayat,Kottayam District ,"Meenachil Grama Panchayat, Kottayam District "
5,G050506,Mutholy,1,Grama Panchayat,Kottayam District ,"Mutholy Grama Panchayat, Kottayam District "
5,G050601,Melukavu,1,Grama Panchayat,Kottayam District ,"Melukavu Grama Panchayat, Kottayam District "
5,G050602,Moonilavu,1,Grama Panchayat,Kottayam District ,"Moonilavu Grama Panchayat, Kottayam District "
5,G050603,Poonjar,1,Grama Panchayat,Kottayam District ,"Poonjar Grama Panchayat, Kottayam District "
5,G050605,Poonjar Thekkekara,1,Grama Panchayat,Kottayam District ,"Poonjar Thekkekara Grama Panchayat, Kottayam District "
5,G050606,Thalappalam,1,Grama Panchayat,Kottayam District ,"Thalappalam Grama Panchayat, Kottayam District "
5,G050607,Teekoy,1,Grama Panchayat,Kottayam District ,"Teekoy Grama Panchayat, Kottayam District "
5,G050608,Thalanad,1,Grama Panchayat,Kottayam District ,"Thalanad Grama Panchayat, Kottayam District "
5,G050609,Thidanad,1,Grama Panchayat,Kottayam District ,"Thidanad Grama Panchayat, Kottayam District "
5,G050701,Akalakunnam,1,Grama Panchayat,Kottayam District ,"Akalakunnam Grama Panchayat, Kottayam District "
5,G050702,Elikulam,1,Grama Panchayat,Kottayam District ,"Elikulam Grama Panchayat, Kottayam District "
5,G050703,Kooroppada,1,Grama Panchayat,Kottayam District ,"Kooroppada Grama Panchayat, Kottayam District "
5,G050704,Pampady,1,Grama Panchayat,Kottayam District ,"Pampady Grama Panchayat, Kottayam District "
5,G050705,Pallikkathode,1,Grama Panchayat,Kottayam District ,"Pallikkathode Grama Panchayat, Kottayam District "
5,G050706,Meenadom,1,Grama Panchayat,Kottayam District ,"Meenadom Grama Panchayat, Kottayam District "
5,G050801,Ayarkkunnam,1,Grama Panchayat,Kottayam District ,"Ayarkkunnam Grama Panchayat, Kottayam District "
5,G050306,Kumarakom,1,Grama Panchayat,Kottayam District ,"Kumarakom Grama Panchayat, Kottayam District "
5,G050802,Puthuppally,1,Grama Panchayat,Kottayam District ,"Puthuppally Grama Panchayat, Kottayam District "
5,G050803,Panachikkad,1,Grama Panchayat,Kottayam District ,"Panachikkad Grama Panchayat, Kottayam District "
5,G050307,Thiruvarpu,1,Grama Panchayat,Kottayam District ,"Thiruvarpu Grama Panchayat, Kottayam District "
5,G050804,Vijayapuram,1,Grama Panchayat,Kottayam District ,"Vijayapuram Grama Panchayat, Kottayam District "
5,G050708,Manarcad,1,Grama Panchayat,Kottayam District ,"Manarcad Grama Panchayat, Kottayam District "
5,G051006,Karukachal,1,Grama Panchayat,Kottayam District ,"Karukachal Grama Panchayat, Kottayam District "
5,G050805,Kurichy,1,Grama Panchayat,Kottayam District ,"Kurichy Grama Panchayat, Kottayam District "
5,G050901,Madappally,1,Grama Panchayat,Kottayam District ,"Madappally Grama Panchayat, Kottayam District "
5,G050902,Paippad,1,Grama Panchayat,Kottayam District ,"Paippad Grama Panchayat, Kottayam District "
5,G050903,Thrikkodithanam,1,Grama Panchayat,Kottayam District ,"Thrikkodithanam Grama Panchayat, Kottayam District "
5,G050904,Vakathanam,1,Grama Panchayat,Kottayam District ,"Vakathanam Grama Panchayat, Kottayam District "
5,G050905,Vazhappally,1,Grama Panchayat,Kottayam District ,"Vazhappally Grama Panchayat, Kottayam District "
5,G051001,Chirakkadavu,1,Grama Panchayat,Kottayam District ,"Chirakkadavu Grama Panchayat, Kottayam District "
5,G051002,Kangazha,1,Grama Panchayat,Kottayam District ,"Kangazha Grama Panchayat, Kottayam District "
5,G051003,Nedumkunnam,1,Grama Panchayat,Kottayam District ,"Nedumkunnam Grama Panchayat, Kottayam District "
5,G051004,Vellavoor,1,Grama Panchayat,Kottayam District ,"Vellavoor Grama Panchayat, Kottayam District "
5,G051005,Vazhoor,1,Grama Panchayat,Kottayam District ,"Vazhoor Grama Panchayat, Kottayam District "
5,G051101,Erumeli,1,Grama Panchayat,Kottayam District ,"Erumeli Grama Panchayat, Kottayam District "
5,G051102,Kanjirappally,1,Grama Panchayat,Kottayam District ,"Kanjirappally Grama Panchayat, Kottayam District "
5,G051103,Koottickal,1,Grama Panchayat,Kottayam District ,"Koottickal Grama Panchayat, Kottayam District "
5,G051104,Manimala,1,Grama Panchayat,Kottayam District ,"Manimala Grama Panchayat, Kottayam District "
5,G051105,Mundakayam,1,Grama Panchayat,Kottayam District ,"Mundakayam Grama Panchayat, Kottayam District "
5,G051106,Parathode,1,Grama Panchayat,Kottayam District ,"Parathode Grama Panchayat, Kottayam District "
6,G060101,Adimaly,1,Grama Panchayat,Idukki District ,"Adimaly Grama Panchayat, Idukki District "
6,G060102,Konnathady,1,Grama Panchayat,Idukki District ,"Konnathady Grama Panchayat, Idukki District "
6,G060103,Bisonvalley,1,Grama Panchayat,Idukki District ,"Bisonvalley Grama Panchayat, Idukki District "
6,G060104,Vellathooval,1,Grama Panchayat,Idukki District ,"Vellathooval Grama Panchayat, Idukki District "
6,G060105,Pallivasal,1,Grama Panchayat,Idukki District ,"Pallivasal Grama Panchayat, Idukki District "
6,G060201,Marayoor,1,Grama Panchayat,Idukki District ,"Marayoor Grama Panchayat, Idukki District "
6,G060202,Munnar,1,Grama Panchayat,Idukki District ,"Munnar Grama Panchayat, Idukki District "
6,G060203,Kanthalloor,1,Grama Panchayat,Idukki District ,"Kanthalloor Grama Panchayat, Idukki District "
6,G060204,Vattavada,1,Grama Panchayat,Idukki District ,"Vattavada Grama Panchayat, Idukki District "
6,G060205,Santhanpara,1,Grama Panchayat,Idukki District ,"Santhanpara Grama Panchayat, Idukki District "
6,G060206,Chinnakanal,1,Grama Panchayat,Idukki District ,"Chinnakanal Grama Panchayat, Idukki District "
6,G060207,Mankulam,1,Grama Panchayat,Idukki District ,"Mankulam Grama Panchayat, Idukki District "
6,G060301,Pampadumpara,1,Grama Panchayat,Idukki District ,"Pampadumpara Grama Panchayat, Idukki District "
6,G060302,Senapathy,1,Grama Panchayat,Idukki District ,"Senapathy Grama Panchayat, Idukki District "
6,G060303,Karunapuram,1,Grama Panchayat,Idukki District ,"Karunapuram Grama Panchayat, Idukki District "
6,G060304,Rajakkad,1,Grama Panchayat,Idukki District ,"Rajakkad Grama Panchayat, Idukki District "
6,G060305,Nedumkandam,1,Grama Panchayat,Idukki District ,"Nedumkandam Grama Panchayat, Idukki District "
6,G060306,Udumbanchola,1,Grama Panchayat,Idukki District ,"Udumbanchola Grama Panchayat, Idukki District "
6,G060307,Rajakumari,1,Grama Panchayat,Idukki District ,"Rajakumari Grama Panchayat, Idukki District "
6,G060401,Vannappuram,1,Grama Panchayat,Idukki District ,"Vannappuram Grama Panchayat, Idukki District "
6,G060402,Udumbanoor,1,Grama Panchayat,Idukki District ,"Udumbanoor Grama Panchayat, Idukki District "
6,G060403,Kodikulam,1,Grama Panchayat,Idukki District ,"Kodikulam Grama Panchayat, Idukki District "
6,G060404,Alakkode,1,Grama Panchayat,Idukki District ,"Alakkode Grama Panchayat, Idukki District "
6,G060405,Velliyamattom,1,Grama Panchayat,Idukki District ,"Velliyamattom Grama Panchayat, Idukki District "
6,G060406,Karimannoor,1,Grama Panchayat,Idukki District ,"Karimannoor Grama Panchayat, Idukki District "
6,G060407,Kudayathoor,1,Grama Panchayat,Idukki District ,"Kudayathoor Grama Panchayat, Idukki District "
6,G060501,Idukki Kanjikuzhy,1,Grama Panchayat,Idukki District ,"Idukki Kanjikuzhy Grama Panchayat, Idukki District "
6,G060502,Vathikudy,1,Grama Panchayat,Idukki District ,"Vathikudy Grama Panchayat, Idukki District "
6,G060503,Arakulam,1,Grama Panchayat,Idukki District ,"Arakulam Grama Panchayat, Idukki District "
6,G060504,Kamakshy,1,Grama Panchayat,Idukki District ,"Kamakshy Grama Panchayat, Idukki District "
