district_id,lb_code,lb_name_english,lb_type_csn,lb_type,district_name,lb_name_full
6,G060505,Vazhathope,1,Grama Panchayat,Idukki District ,"Vazhathope Grama Panchayat, Idukki District "
6,G060506,Mariyapuram,1,Grama Panchayat,Idukki District ,"Mariyapuram Grama Panchayat, Idukki District "
6,G060602,Upputhara,1,Grama Panchayat,Idukki District ,"Upputhara Grama Panchayat, Idukki District "
6,G060603,Vandanmedu,1,Grama Panchayat,Idukki District ,"Vandanmedu Grama Panchayat, Idukki District "
6,G060604,Kanchiyar,1,Grama Panchayat,Idukki District ,"Kanchiyar Grama Panchayat, Idukki District "
6,G060605,Erattayar,1,Grama Panchayat,Idukki District ,"Erattayar Grama Panchayat, Idukki District "
6,G060606,Ayyappancoil,1,Grama Panchayat,Idukki District ,"Ayyappancoil Grama Panchayat, Idukki District "
6,G060607,Chakkupallam,1,Grama Panchayat,Idukki District ,"Chakkupallam Grama Panchayat, Idukki District "
6,G060701,Muttom,1,Grama Panchayat,Idukki District ,"Muttom Grama Panchayat, Idukki District "
6,G060702,Kumaramangalam,1,Grama Panchayat,Idukki District ,"Kumaramangalam Grama Panchayat, Idukki District "
6,G060703,Edavetty,1,Grama Panchayat,Idukki District ,"Edavetty Grama Panchayat, Idukki District "
6,G060704,Karimkunnam,1,Grama Panchayat,Idukki District ,"Karimkunnam Grama Panchayat, Idukki District "
6,G060705,Manakkad,1,Grama Panchayat,Idukki District ,"Manakkad Grama Panchayat, Idukki District "
6,G060706,Purapuzha,1,Grama Panchayat,Idukki District ,"Purapuzha Grama Panchayat, Idukki District "
6,G060801,Peruvanthanam,1,Grama Panchayat,Idukki District ,"Peruvanthanam Grama Panchayat, Idukki District "
6,G060802,Kumily,1,Grama Panchayat,Idukki District ,"Kumily Grama Panchayat, Idukki District "
6,G060803,Kokkayar,1,Grama Panchayat,Idukki District ,"Kokkayar Grama Panchayat, Idukki District "
6,G060804,Peerumedu,1,Grama Panchayat,Idukki District ,"Peerumedu Grama Panchayat, Idukki District "
6,G060805,Elappara,1,Grama Panchayat,Idukki District ,"Elappara Grama Panchayat, Idukki District "
6,G060806,Vandiperiyar,1,Grama Panchayat,Idukki District ,"Vandiperiyar Grama Panchayat, Idukki District "
7,G070101,Chendamangalam,1,Grama Panchayat,Ernakulam District ,"Chendamangalam Grama Panchayat, Ernakulam District "
7,G070102,Kottuvally,1,Grama Panchayat,Ernakulam District ,"Kottuvally Grama Panchayat, Ernakulam District "
7,G070103,Ezhikkara,1,Grama Panchayat,Ernakulam District ,"Ezhikkara Grama Panchayat, Ernakulam District "
7,G070104,Vadakkekara,1,Grama Panchayat,Ernakulam District ,"Vadakkekara Grama Panchayat, Ernakulam District "
7,G070105,Chittattukara,1,Grama Panchayat,Ernakulam District ,"Chittattukara Grama Panchayat, Ernakulam District "
7,G070201,Karumalloor,1,Grama Panchayat,Ernakulam District ,"Karumalloor Grama Panchayat, Ernakulam District "
7,G070202,Varapuzha,1,Grama Panchayat,Ernakulam District ,"Varapuzha Grama Panchayat, Ernakulam District "
7,G070203,Alangad,1,Grama Panchayat,Ernakulam District ,"Alangad Grama Panchayat, Ernakulam District "
7,G070204,Kadungallur,1,Grama Panchayat,Ernakulam District ,"Kadungallur Grama Panchayat, Ernakulam District "
7,G070301,Mookkannur,1,Grama Panchayat,Ernakulam District ,"Mookkannur Grama Panchayat, Ernakulam District "
7,G070302,Thuravoor,1,Grama Panchayat,Ernakulam District ,"Thuravoor Grama Panchayat, Ernakulam District "
7,G070303,Manjapra,1,Grama Panchayat,Ernakulam District ,"Manjapra Grama Panchayat, Ernakulam District "
7,G070304,Karukutty,1,Grama Panchayat,Ernakulam District ,"Karukutty Grama Panchayat, Ernakulam District "
7,G070305,Ayyampuzha,1,Grama Panchayat,Ernakulam District ,"Ayyampuzha Grama Panchayat, Ernakulam District "
7,G071306,Sreemoolanagaram,1,Grama Panchayat,Ernakulam District ,"Sreemoolanagaram Grama Panchayat, Ernakulam District "
7,G070306,Kanjoor,1,Grama Panchayat,Ernakulam District ,"Kanjoor Grama Panchayat, Ernakulam District "
7,G070307,Kalady,1,Grama Panchayat,Ernakulam District ,"Kalady Grama Panchayat, Ernakulam District "
7,G070308,Malayattoor Neeleswaram,1,Grama Panchayat,Ernakulam District ,"Malayattoor Neeleswaram Grama Panchayat, Ernakulam District "
7,G070401,Asamannoor,1,Grama Panchayat,Ernakulam District ,"Asamannoor Grama Panchayat, Ernakulam District "
7,G070402,Mudakuzha,1,Grama Panchayat,Ernakulam District ,"Mudakuzha Grama Panchayat, Ernakulam District "
7,G070403,Vengoor,1,Grama Panchayat,Ernakulam District ,"Vengoor Grama Panchayat, Ernakulam District "
7,G070404,Rayamangalam,1,Grama Panchayat,Ernakulam District ,"Rayamangalam Grama Panchayat, Ernakulam District "
7,G070405,Koovappady,1,Grama Panchayat,Ernakulam District ,"Koovappady Grama Panchayat, Ernakulam District "
7,G070406,Okkal,1,Grama Panchayat,Ernakulam District ,"Okkal Grama Panchayat, Ernakulam District "
7,G070501,Vengola,1,Grama Panchayat,Ernakulam District ,"Vengola Grama Panchayat, Ernakulam District "
7,G070502,Vazhakkulam,1,Grama Panchayat,Ernakulam District ,"Vazhakkulam Grama Panchayat, Ernakulam District "
7,G070503,Kizhakkambalam,1,Grama Panchayat,Ernakulam District ,"Kizhakkambalam Grama Panchayat, Ernakulam District "
7,G070504,Choornikkara,1,Grama Panchayat,Ernakulam District ,"Choornikkara Grama Panchayat, Ernakulam District "
7,G070505,Edathala,1,Grama Panchayat,Ernakulam District ,"Edathala Grama Panchayat, Ernakulam District "
7,G070506,Keezhmad,1,Grama Panchayat,Ernakulam District ,"Keezhmad Grama Panchayat, Ernakulam District "
7,G070601,Kadamakudy,1,Grama Panchayat,Ernakulam District ,"Kadamakudy Grama Panchayat, Ernakulam District "
7,G070602,Cheranallur,1,Grama Panchayat,Ernakulam District ,"Cheranallur Grama Panchayat, Ernakulam District "
7,G070603,Mulavukad,1,Grama Panchayat,Ernakulam District ,"Mulavukad Grama Panchayat, Ernakulam District "
7,G070701,Njarakkal,1,Grama Panchayat,Ernakulam District ,"Njarakkal Grama Panchayat, Ernakulam District "
7,G070702,Nayarambalam,1,Grama Panchayat,Ernakulam District ,"Nayarambalam Grama Panchayat, Ernakulam District "
7,G070703,Edavanakkad,1,Grama Panchayat,Ernakulam District ,"Edavanakkad Grama Panchayat, Ernakulam District "
7,G070604,Elamkunnapuzha,1,Grama Panchayat,Ernakulam District ,"Elamkunnapuzha Grama Panchayat, Ernakulam District "
7,G070704,Pallippuram,1,Grama Panchayat,Ernakulam District ,"Pallippuram Grama Panchayat, Ernakulam District "
7,G070705,Kuzhuppilly,1,Grama Panchayat,Ernakulam District ,"Kuzhuppilly Grama Panchayat, Ernakulam District "
7,G070801,Chellanam,1,Grama Panchayat,Ernakulam District ,"Chellanam Grama Panchayat, Ernakulam District "
7,G070802,Kumbalangy,1,Grama Panchayat,Ernakulam District ,"Kumbalangy Grama Panchayat, Ernakulam District "
7,G070803,Kumbalam,1,Grama Panchayat,Ernakulam District ,"Kumbalam Grama Panchayat, Ernakulam District "
7,G070901,Udayamperur,1,Grama Panchayat,Ernakulam District ,"Udayamperur Grama Panchayat, Ernakulam District "
7,G070902,Mulumthuruthy,1,Grama Panchayat,Ernakulam District ,"Mulumthuruthy Grama Panchayat, Ernakulam District "
7,G070903,Chottanikkara,1,Grama Panchayat,Ernakulam District ,"Chottanikkara Grama Panchayat, Ernakulam District "
7,G070904,Edakkattuvayal,1,Grama Panchayat,Ernakulam District ,"Edakkattuvayal Grama Panchayat, Ernakulam District "
7,G070905,Amballur,1,Grama Panchayat,Ernakulam District ,"Amballur Grama Panchayat, Ernakulam District "
7,G071001,Poothrika,1,Grama Panchayat,Ernakulam District ,"Poothrika Grama Panchayat, Ernakulam District "
7,G071002,Thiruvaniyoor,1,Grama Panchayat,Ernakulam District ,"Thiruvaniyoor Grama Panchayat, Ernakulam District "
7,G071003,Vadavucode Puthen Cruz,1,Grama Panchayat,Ernakulam District ,"Vadavucode Puthen Cruz Grama Panchayat, Ernakulam District "
7,G071004,Mazhuvannoor,1,Grama Panchayat,Ernakulam District ,"Mazhuvannoor Grama Panchayat, Ernakulam District "
7,G071005,Aikaranad,1,Grama Panchayat,Ernakulam District ,"Aikaranad Grama Panchayat, Ernakulam District "
7,G071006,Kunnathunad,1,Grama Panchayat,Ernakulam District ,"Kunnathunad Grama Panchayat, Ernakulam District "
7,G071101,Paingottur,1,Grama Panchayat,Ernakulam District ,"Paingottur Grama Panchayat, Ernakulam District "
7,G071102,Nellikkuzhi,1,Grama Panchayat,Ernakulam District ,"Nellikkuzhi Grama Panchayat, Ernakulam District "
7,G071103,Pindimana,1,Grama Panchayat,Ernakulam District ,"Pindimana Grama Panchayat, Ernakulam District "
7,G071104,Kottappady,1,Grama Panchayat,Ernakulam District ,"Kottappady Grama Panchayat, Ernakulam District "
7,G071105,Kavalangad,1,Grama Panchayat,Ernakulam District ,"Kavalangad Grama Panchayat, Ernakulam District "
7,G071106,Varappetty,1,Grama Panchayat,Ernakulam District ,"Varappetty Grama Panchayat, Ernakulam District "
7,G071107,Keerampara,1,Grama Panchayat,Ernakulam District ,"Keerampara Grama Panchayat, Ernakulam District "
7,G071108,Pothanikkad,1,Grama Panchayat,Ernakulam District ,"Pothanikkad Grama Panchayat, Ernakulam District "
7,G071109,Pallarimangalam,1,Grama Panchayat,Ernakulam District ,"Pallarimangalam Grama Panchayat, Ernakulam District "
7,G071110,Kuttampuzha,1,Grama Panchayat,Ernakulam District ,"Kuttampuzha Grama Panchayat, Ernakulam District "
7,G071201,Elanji,1,Grama Panchayat,Ernakulam District ,"Elanji Grama Panchayat, Ernakulam District "
7,G071204,Thirumarady,1,Grama Panchayat,Ernakulam District ,"Thirumarady Grama Panchayat, Ernakulam District "
7,G071205,Palakuzha,1,Grama Panchayat,Ernakulam District ,"Palakuzha Grama Panchayat, Ernakulam District "
7,G070906,Maneed,1,Grama Panchayat,Ernakulam District ,"Maneed Grama Panchayat, Ernakulam District "
7,G071206,Pampakuda,1,Grama Panchayat,Ernakulam District ,"Pampakuda Grama Panchayat, Ernakulam District "
7,G071207,Ramamangalam,1,Grama Panchayat,Ernakulam District ,"Ramamangalam Grama Panchayat, Ernakulam District "
7,G071301,Puthenvelikara,1,Grama Panchayat,Ernakulam District ,"Puthenvelikara Grama Panchayat, Ernakulam District "
7,G071302,Chengamanad,1,Grama Panchayat,Ernakulam District ,"Chengamanad Grama Panchayat, Ernakulam District "
7,G071303,Nedumbassery,1,Grama Panchayat,Ernakulam District ,"Nedumbassery Grama Panchayat, Ernakulam District "
7,G071304,Parakkadavu,1,Grama Panchayat,Ernakulam District ,"Parakkadavu Grama Panchayat, Ernakulam District "
7,G071305,Kunnukara,1,Grama Panchayat,Ernakulam District ,"Kunnukara Grama Panchayat, Ernakulam District "
7,G071401,Avoly,1,Grama Panchayat,Ernakulam District ,"Avoly Grama Panchayat, Ernakulam District "
7,G071402,Arakuzha,1,Grama Panchayat,Ernakulam District ,"Arakuzha Grama Panchayat, Ernakulam District "
7,G071403,Valakom,1,Grama Panchayat,Ernakulam District ,"Valakom Grama Panchayat, Ernakulam District "
7,G071404,Paipra,1,Grama Panchayat,Ernakulam District ,"Paipra Grama Panchayat, Ernakulam District "
7,G071405,Kalloorkkad,1,Grama Panchayat,Ernakulam District ,"Kalloorkkad Grama Panchayat, Ernakulam District "
7,G071406,Ayavana,1,Grama Panchayat,Ernakulam District ,"Ayavana Grama Panchayat, Ernakulam District "
7,G071407,Manjalloor,1,Grama Panchayat,Ernakulam District ,"Manjalloor Grama Panchayat, Ernakulam District "
7,G071408,Marady,1,Grama Panchayat,Ernakulam District ,"Marady Grama Panchayat, Ernakulam District "
8,G080101,Kadappuram,1,Grama Panchayat,Thrissur District ,"Kadappuram Grama Panchayat, Thrissur District "
8,G080102,Orumanayur,1,Grama Panchayat,Thrissur District ,"Orumanayur Grama Panchayat, Thrissur District "
8,G080103,Punnayur,1,Grama Panchayat,Thrissur District ,"Punnayur Grama Panchayat, Thrissur District "
8,G080104,Punnayurkulam,1,Grama Panchayat,Thrissur District ,"Punnayurkulam Grama Panchayat, Thrissur District "
8,G080105,Vadekkekad,1,Grama Panchayat,Thrissur District ,"Vadekkekad Grama Panchayat, Thrissur District "
8,G080201,Choondal,1,Grama Panchayat,Thrissur District ,"Choondal Grama Panchayat, Thrissur District "
8,G080202,Chowwannur,1,Grama Panchayat,Thrissur District ,"Chowwannur Grama Panchayat, Thrissur District "
8,G080203,Kadavallur,1,Grama Panchayat,Thrissur District ,"Kadavallur Grama Panchayat, Thrissur District "
8,G080204,Kandanassery,1,Grama Panchayat,Thrissur District ,"Kandanassery Grama Panchayat, Thrissur District "
8,G080205,Kattakampal,1,Grama Panchayat,Thrissur District ,"Kattakampal Grama Panchayat, Thrissur District "
8,G080206,Porkulam,1,Grama Panchayat,Thrissur District ,"Porkulam Grama Panchayat, Thrissur District "
8,G080301,Desamangalam,1,Grama Panchayat,Thrissur District ,"Desamangalam Grama Panchayat, Thrissur District "
8,G080302,Erumapetty,1,Grama Panchayat,Thrissur District ,"Erumapetty Grama Panchayat, Thrissur District "
8,G080207,Kadangode,1,Grama Panchayat,Thrissur District ,"Kadangode Grama Panchayat, Thrissur District "
8,G080304,Mullurkara,1,Grama Panchayat,Thrissur District ,"Mullurkara Grama Panchayat, Thrissur District "
8,G080305,Thekkumkara,1,Grama Panchayat,Thrissur District ,"Thekkumkara Grama Panchayat, Thrissur District "
8,G080306,Varavoor,1,Grama Panchayat,Thrissur District ,"Varavoor Grama Panchayat, Thrissur District "
8,G080208,Velur,1,Grama Panchayat,Thrissur District ,"Velur Grama Panchayat, Thrissur District "
8,G080401,Chelakkara,1,Grama Panchayat,Thrissur District ,"Chelakkara Grama Panchayat, Thrissur District "
8,G080402,Vallathol Nagar,1,Grama Panchayat,Thrissur District ,"Vallathol Nagar Grama Panchayat, Thrissur District "
8,G080403,Kondazhy,1,Grama Panchayat,Thrissur District ,"Kondazhy Grama Panchayat, Thrissur District "
8,G080404,Panjal,1,Grama Panchayat,Thrissur District ,"Panjal Grama Panchayat, Thrissur District "
8,G080405,Pazhayannur,1,Grama Panchayat,Thrissur District ,"Pazhayannur Grama Panchayat, Thrissur District "
8,G080406,Thiruvilwamala,1,Grama Panchayat,Thrissur District ,"Thiruvilwamala Grama Panchayat, Thrissur District "
8,G080606,Kolazhy,1,Grama Panchayat,Thrissur District ,"Kolazhy Grama Panchayat, Thrissur District "
8,G080501,Madakkathara,1,Grama Panchayat,Thrissur District ,"Madakkathara Grama Panchayat, Thrissur District "
8,G080502,Nadathara,1,Grama Panchayat,Thrissur District ,"Nadathara Grama Panchayat, Thrissur District "
8,G080503,Pananchery,1,Grama Panchayat,Thrissur District ,"Pananchery Grama Panchayat, Thrissur District "
8,G080504,Puthur,1,Grama Panchayat,Thrissur District ,"Puthur Grama Panchayat, Thrissur District "
8,G080601,Adat,1,Grama Panchayat,Thrissur District ,"Adat Grama Panchayat, Thrissur District "
8,G080905,Arimpoor,1,Grama Panchayat,Thrissur District ,"Arimpoor Grama Panchayat, Thrissur District "
8,G080602,Avanur,1,Grama Panchayat,Thrissur District ,"Avanur Grama Panchayat, Thrissur District "
8,G080603,Kaiparamba,1,Grama Panchayat,Thrissur District ,"Kaiparamba Grama Panchayat, Thrissur District "
8,G080604,Mulakunnathukavu,1,Grama Panchayat,Thrissur District ,"Mulakunnathukavu Grama Panchayat, Thrissur District "
8,G080605,Tholur,1,Grama Panchayat,Thrissur District ,"Tholur Grama Panchayat, Thrissur District "
8,G080701,Elavally,1,Grama Panchayat,Thrissur District ,"Elavally Grama Panchayat, Thrissur District "
8,G080702,Mullassery,1,Grama Panchayat,Thrissur District ,"Mullassery Grama Panchayat, Thrissur District "
8,G080703,Pavaratty,1,Grama Panchayat,Thrissur District ,"Pavaratty Grama Panchayat, Thrissur District "
8,G080704,Venkitangu,1,Grama Panchayat,Thrissur District ,"Venkitangu Grama Panchayat, Thrissur District "
8,G080801,Engandiyur,1,Grama Panchayat,Thrissur District ,"Engandiyur Grama Panchayat, Thrissur District "
8,G080802,Vatanappilly,1,Grama Panchayat,Thrissur District ,"Vatanappilly Grama Panchayat, Thrissur District "
8,G080803,Talikulam,1,Grama Panchayat,Thrissur District ,"Talikulam Grama Panchayat, Thrissur District "
8,G080804,Nattika,1,Grama Panchayat,Thrissur District ,"Nattika Grama Panchayat, Thrissur District "
8,G080805,Valappad,1,Grama Panchayat,Thrissur District ,"Valappad Grama Panchayat, Thrissur District "
8,G080901,Anthikkad,1,Grama Panchayat,Thrissur District ,"Anthikkad Grama Panchayat, Thrissur District "
8,G080902,Thanniyam,1,Grama Panchayat,Thrissur District ,"Thanniyam Grama Panchayat, Thrissur District "
8,G080903,Chazhoor,1,Grama Panchayat,Thrissur District ,"Chazhoor Grama Panchayat, Thrissur District "
8,G080904,Manalur,1,Grama Panchayat,Thrissur District ,"Manalur Grama Panchayat, Thrissur District "
8,G081001,Avinissery,1,Grama Panchayat,Thrissur District ,"Avinissery Grama Panchayat, Thrissur District "
8,G081002,Cherpu,1,Grama Panchayat,Thrissur District ,"Cherpu Grama Panchayat, Thrissur District "
8,G081003,Paralam,1,Grama Panchayat,Thrissur District ,"Paralam Grama Panchayat, Thrissur District "
8,G081004,Vallachira,1,Grama Panchayat,Thrissur District ,"Vallachira Grama Panchayat, Thrissur District "
8,G081101,Alagappa Nagar,1,Grama Panchayat,Thrissur District ,"Alagappa Nagar Grama Panchayat, Thrissur District "
8,G081102,Kodakara,1,Grama Panchayat,Thrissur District ,"Kodakara Grama Panchayat, Thrissur District "
8,G081103,Mattathur,1,Grama Panchayat,Thrissur District ,"Mattathur Grama Panchayat, Thrissur District "
8,G081104,Nenmanikkara,1,Grama Panchayat,Thrissur District ,"Nenmanikkara Grama Panchayat, Thrissur District "
8,G081105,Pudukkad,1,Grama Panchayat,Thrissur District ,"Pudukkad Grama Panchayat, Thrissur District "
8,G081106,Trikkur,1,Grama Panchayat,Thrissur District ,"Trikkur Grama Panchayat, Thrissur District "
8,G081107,Varandarappilly,1,Grama Panchayat,Thrissur District ,"Varandarappilly Grama Panchayat, Thrissur District "
8,G081201,Karalam,1,Grama Panchayat,Thrissur District ,"Karalam Grama Panchayat, Thrissur District "
8,G081202,Kattur,1,Grama Panchayat,Thrissur District ,"Kattur Grama Panchayat, Thrissur District "
8,G081203,Muriyad,1,Grama Panchayat,Thrissur District ,"Muriyad Grama Panchayat, Thrissur District "
8,G081204,Parappukkara,1,Grama Panchayat,Thrissur District ,"Parappukkara Grama Panchayat, Thrissur District "
8,G081301,Padiyur,1,Grama Panchayat,Thrissur District ,"Padiyur Grama Panchayat, Thrissur District "
8,G081302,Poomangalam,1,Grama Panchayat,Thrissur District ,"Poomangalam Grama Panchayat, Thrissur District "
8,G081303,Puthenchira,1,Grama Panchayat,Thrissur District ,"Puthenchira Grama Panchayat, Thrissur District "
8,G081304,Vellangallur,1,Grama Panchayat,Thrissur District ,"Vellangallur Grama Panchayat, Thrissur District "
8,G081305,Velukara,1,Grama Panchayat,Thrissur District ,"Velukara Grama Panchayat, Thrissur District "
8,G081401,Edathiruthy,1,Grama Panchayat,Thrissur District ,"Edathiruthy Grama Panchayat, Thrissur District "
8,G081402,Kaipamangalam,1,Grama Panchayat,Thrissur District ,"Kaipamangalam Grama Panchayat, Thrissur District "
8,G081403,Mathilakam,1,Grama Panchayat,Thrissur District ,"Mathilakam Grama Panchayat, Thrissur District "
8,G081404,Perinjanam,1,Grama Panchayat,Thrissur District ,"Perinjanam Grama Panchayat, Thrissur District "
8,G081405,Sree Narayanapuram,1,Grama Panchayat,Thrissur District ,"Sree Narayanapuram Grama Panchayat, Thrissur District "
8,G081406,Edavilangu,1,Grama Panchayat,Thrissur District ,"Edavilangu Grama Panchayat, Thrissur District "
8,G081407,Eriyad,1,Grama Panchayat,Thrissur District ,"Eriyad Grama Panchayat, Thrissur District "
8,G081501,Alur,1,Grama Panchayat,Thrissur District ,"Alur Grama Panchayat, Thrissur District "
8,G081502,Annamanada,1,Grama Panchayat,Thrissur District ,"Annamanada Grama Panchayat, Thrissur District "
8,G081503,Kuzhur,1,Grama Panchayat,Thrissur District ,"Kuzhur Grama Panchayat, Thrissur District "
8,G081504,Mala,1,Grama Panchayat,Thrissur District ,"Mala Grama Panchayat, Thrissur District "
8,G081505,Poyya,1,Grama Panchayat,Thrissur District ,"Poyya Grama Panchayat, Thrissur District "
8,G081601,Kadukutty,1,Grama Panchayat,Thrissur District ,"Kadukutty Grama Panchayat, Thrissur District "
8,G081602,Kodassery,1,Grama Panchayat,Thrissur District ,"Kodassery Grama Panchayat, Thrissur District "
8,G081603,Koratty,1,Grama Panchayat,Thrissur District ,"Koratty Grama Panchayat, Thrissur District "
8,G081604,Melur,1,Grama Panchayat,Thrissur District ,"Melur Grama Panchayat, Thrissur District "
8,G081605,Pariyaram,1,Grama Panchayat,Thrissur District ,"Pariyaram Grama Panchayat, Thrissur District "
8,G081606,Athirappally,1,Grama Panchayat,Thrissur District ,"Athirappally Grama Panchayat, Thrissur District "
9,G090101,Anakkara,1,Grama Panchayat,Palakkad District ,"Anakkara Grama Panchayat, Palakkad District "
9,G090102,Chalisseri,1,Grama Panchayat,Palakkad District ,"Chalisseri Grama Panchayat, Palakkad District "
9,G090103,Kappur,1,Grama Panchayat,Palakkad District ,"Kappur Grama Panchayat, Palakkad District "
9,G090104,Nagalassery,1,Grama Panchayat,Palakkad District ,"Nagalassery Grama Panchayat, Palakkad District "
9,G090105,Pattithara,1,Grama Panchayat,Palakkad District ,"Pattithara Grama Panchayat, Palakkad District "
9,G090106,Thirumittacode,1,Grama Panchayat,Palakkad District ,"Thirumittacode Grama Panchayat, Palakkad District "
9,G090107,Thrithala,1,Grama Panchayat,Palakkad District ,"Thrithala Grama Panchayat, Palakkad District "
9,G090201,Koppam,1,Grama Panchayat,Palakkad District ,"Koppam Grama Panchayat, Palakkad District "
9,G090202,Kulukkallur,1,Grama Panchayat,Palakkad District ,"Kulukkallur Grama Panchayat, Palakkad District "
9,G090203,Muthuthala,1,Grama Panchayat,Palakkad District ,"Muthuthala Grama Panchayat, Palakkad District "
9,G090308,Nellaya,1,Grama Panchayat,Palakkad District ,"Nellaya Grama Panchayat, Palakkad District "
9,G090204,Ongallur,1,Grama Panchayat,Palakkad District ,"Ongallur Grama Panchayat, Palakkad District "
9,G090206,Paruthur,1,Grama Panchayat,Palakkad District ,"Paruthur Grama Panchayat, Palakkad District "
9,G090207,Thiruvegapura,1,Grama Panchayat,Palakkad District ,"Thiruvegapura Grama Panchayat, Palakkad District "
9,G090307,Vallapuzha,1,Grama Panchayat,Palakkad District ,"Vallapuzha Grama Panchayat, Palakkad District "
9,G090208,Vilayur,1,Grama Panchayat,Palakkad District ,"Vilayur Grama Panchayat, Palakkad District "
9,G090301,Ambalapara,1,Grama Panchayat,Palakkad District ,"Ambalapara Grama Panchayat, Palakkad District "
9,G090302,Ananganadi,1,Grama Panchayat,Palakkad District ,"Ananganadi Grama Panchayat, Palakkad District "
9,G090303,Chalavara,1,Grama Panchayat,Palakkad District ,"Chalavara Grama Panchayat, Palakkad District "
9,G090304,Lakkidi-perur,1,Grama Panchayat,Palakkad District ,"Lakkidi-perur Grama Panchayat, Palakkad District "
9,G090305,Vaniamkulam,1,Grama Panchayat,Palakkad District ,"Vaniamkulam Grama Panchayat, Palakkad District "
9,G090402,Kadampazhipuram,1,Grama Panchayat,Palakkad District ,"Kadampazhipuram Grama Panchayat, Palakkad District "
9,G090403,Karimpuzha,1,Grama Panchayat,Palakkad District ,"Karimpuzha Grama Panchayat, Palakkad District "
9,G090404,Pookkottukavu,1,Grama Panchayat,Palakkad District ,"Pookkottukavu Grama Panchayat, Palakkad District "
9,G090405,Sreekrishnapuram,1,Grama Panchayat,Palakkad District ,"Sreekrishnapuram Grama Panchayat, Palakkad District "
9,G090306,Thrikkadeeri,1,Grama Panchayat,Palakkad District ,"Thrikkadeeri Grama Panchayat, Palakkad District "
9,G090406,Vellinezhi,1,Grama Panchayat,Palakkad District ,"Vellinezhi Grama Panchayat, Palakkad District "
9,G090501,Alanallur,1,Grama Panchayat,Palakkad District ,"Alanallur Grama Panchayat, Palakkad District "
9,G090407,Karakurissi,1,Grama Panchayat,Palakkad District ,"Karakurissi Grama Panchayat, Palakkad District "
9,G090502,Karimba,1,Grama Panchayat,Palakkad District ,"Karimba Grama Panchayat, Palakkad District "
9,G090503,Kottappadam,1,Grama Panchayat,Palakkad District ,"Kottappadam Grama Panchayat, Palakkad District "
9,G090504,Kumaramputhur,1,Grama Panchayat,Palakkad District ,"Kumaramputhur Grama Panchayat, Palakkad District "
9,G090505,Kanjirapuzha,1,Grama Panchayat,Palakkad District ,"Kanjirapuzha Grama Panchayat, Palakkad District "
9,G090507,Thachanattukara,1,Grama Panchayat,Palakkad District ,"Thachanattukara Grama Panchayat, Palakkad District "
9,G090508,Tachampara,1,Grama Panchayat,Palakkad District ,"Tachampara Grama Panchayat, Palakkad District "
9,G090601,Agali,1,Grama Panchayat,Palakkad District ,"Agali Grama Panchayat, Palakkad District "
9,G090602,Pudur,1,Grama Panchayat,Palakkad District ,"Pudur Grama Panchayat, Palakkad District "
9,G090603,Sholayar,1,Grama Panchayat,Palakkad District ,"Sholayar Grama Panchayat, Palakkad District "
9,G091306,Kodumba,1,Grama Panchayat,Palakkad District ,"Kodumba Grama Panchayat, Palakkad District "
9,G090701,Keralassery,1,Grama Panchayat,Palakkad District ,"Keralassery Grama Panchayat, Palakkad District "
9,G090702,Kongad,1,Grama Panchayat,Palakkad District ,"Kongad Grama Panchayat, Palakkad District "
9,G090703,Mankara,1,Grama Panchayat,Palakkad District ,"Mankara Grama Panchayat, Palakkad District "
9,G090704,Mannur,1,Grama Panchayat,Palakkad District ,"Mannur Grama Panchayat, Palakkad District "
9,G090705,Mundur,1,Grama Panchayat,Palakkad District ,"Mundur Grama Panchayat, Palakkad District "
9,G090706,Parali,1,Grama Panchayat,Palakkad District ,"Parali Grama Panchayat, Palakkad District "
9,G090707,Pirayiri,1,Grama Panchayat,Palakkad District ,"Pirayiri Grama Panchayat, Palakkad District "
9,G090801,Kottayi,1,Grama Panchayat,Palakkad District ,"Kottayi Grama Panchayat, Palakkad District "
9,G090802,Kuthanoor,1,Grama Panchayat,Palakkad District ,"Kuthanoor Grama Panchayat, Palakkad District "
9,G090803,Kuzhalmannam,1,Grama Panchayat,Palakkad District ,"Kuzhalmannam Grama Panchayat, Palakkad District "
9,G090804,Mathur,1,Grama Panchayat,Palakkad District ,"Mathur Grama Panchayat, Palakkad District "
9,G090805,Peringottukurissi,1,Grama Panchayat,Palakkad District ,"Peringottukurissi Grama Panchayat, Palakkad District "
9,G090806,Thenkurissi,1,Grama Panchayat,Palakkad District ,"Thenkurissi Grama Panchayat, Palakkad District "
9,G090807,Kannadi,1,Grama Panchayat,Palakkad District ,"Kannadi Grama Panchayat, Palakkad District "
9,G090901,Eruthempathy,1,Grama Panchayat,Palakkad District ,"Eruthempathy Grama Panchayat, Palakkad District "
9,G090902,Kozhinjampara,1,Grama Panchayat,Palakkad District ,"Kozhinjampara Grama Panchayat, Palakkad District "
9,G090903,Nalleppilly,1,Grama Panchayat,Palakkad District ,"Nalleppilly Grama Panchayat, Palakkad District "
9,G091006,Pattencherry,1,Grama Panchayat,Palakkad District ,"Pattencherry Grama Panchayat, Palakkad District "
9,G090904,Perumatty,1,Grama Panchayat,Palakkad District ,"Perumatty Grama Panchayat, Palakkad District "
